manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test,Supply_score
פולקסווגן,2011,פולו,3,אוטומטית,1200,בנזין,,,כרמיאל והסביבה,כרמיאל,45000.0,1.0,17/09/2022,17/09/2022,"['מוכר בצער רב עקב קבלת רכב מהעבודה\r\nפולקסווגן פולו 1.2 TSI\r\n105 כוח סוס comfortline\r\nהרכב במצב תצוגה נשטף פעמיים בשבוע ידני בלבד\r\nרכב שמור בקנאות מתוחזק ומטופל בזמן.\r\nעשה רק 62 אלף קילומטר נמוך מאוד!\r\nתוספות לרכב\r\n*מולטימדיה מקורית שקע תקע תואם מקור ,כולל חיבור לשליטה מההגה .\r\n*גאנטים מקוריים GTI בשווי 2500 ש""ח\r\nהשחרת חלונות לכל חלוני הרכב.\r\nמעמד טלפון מקורי\r\nהדגם המוצלח ביותר\r\n לשים דלק ולנסוע \r\nלרציינים בלבד!']",,62000,,
וולוו,2016,S60,2,טיפטרוניק,2000,בנזין,פרטית,פרטית,מודיעין והסביבה,שוהם,60000.0,3.0,18/11/2022,17/12/2022,['Volvo s60 T4 190Hp\n109Km\nYad 2\nשמורה ומטופלת.'],שחור,110000,0,1.0
יונדאי,2015,i10,1,אוטומטית,1250,בנזין,,,עכו - נהריה,עכו,37000.0,1.0,17/10/2022,17/10/2022,['אוטו שמור מתחיב בבדיקה'],,180000,,
אאודי,2019,אאודי RS5,4,אוטומטית,4500,גז,פרטית,פרטית,חיפה וחוף הכרמל,חיפה,65000.0,3.0,02/10/2023,02/10/2023,"['אאודי RS5 ספורטבק 2019 כמעט חדשה בדייטונה גריי פנינה מדהימה עם עור פחם/פנים תפור קרשנדו אדום. כל אפשרויות המפעל הטובות והנחשקות ביותר! מכונית זו טופלה ומתוחזקת בקפידה מאז החדשה. הוא היה מכוסה בציפוי קרמי. מחצלות רצפה מבד מפעל שימשו רק 50-60 מיילים עד OEM RS כל מחצלות מזג האוויר הותקנו. מכונית זו נרכשה עם תוכנית התחזוקה של אאודי קר וכל תחזוקת המפעל בוצעה בסוכנות אאודי המקומית. מכונית זו עדיין מכוסה תחת טיפול אאודי ואחריות מפעל הינע. המכונית הזו באמת במצב חדש. כל התחזוקה בוצעה במסגרת תוכנית הטיפול של אאודי אשר תעבור עם המכונית בעת מכירתה. בטווח של 300 מייל מרגע הרכישה החדשה, הותקנו גלגלי Vossen עם צמיגי 285/30/ZR20 Michelin Pilot Sport 4S. הגלגלים והצמיגים בסגנון ""דגל"" של מפעל ""20"" יגיעו עם המכונית. על הצמיגים עדיין יש את כל הידיות והם אוחסנו בשקיות צמיגים במוסך מבוקר אקלים. ללא נזק, תאונות, עבודות צבע או סיפורים כלשהם. תגלו שמושבי העור, ההגה, האלקנטרה והשטיחים מראים כמעט אפס בלאי. המכונית עדיין מריחה כמו מכונית חדשה לגמרי עם 7,000 קילומטרים בלבד. הוא מעולם לא ישב בחוץ במשך הלילה ומעולם לא היה בגשם או במזג אוויר גרוע אחר. למכונית זו יש את כל האפשרויות הנחשקות ביותר כולל פחמן מלא מבפנים ומבחוץ. חבילה דינמית, אופטיקה שחורה, עור נאפה משובח ומערכת סאונד B&O. הוא פועל ונוהג ללא רבב ולבעלים החדש לא יהיו אכזבות כלשהן. אנא שלחו לי וואטסאפ בטלפון 55-330-2112.']",אפור,7000,,4.0
הונדה,2014,ג'אז הייבריד,1,אוטומטית,1300,היברידי,לא מוגדר,לא מוגדר,רמת גן - גבעתיים,רמת גן,49500.0,1.0,20/04/2022,20/04/2022,"['חסכונית מאוד ואמינה.\r\nשמורה, מטופלת בזמן, ורק במוסך מורשה.\r\nמצבר חדש.\r\nסט גלגלים חדש.']",,120000,,
סוזוקי,2016,סוזוקי SX4,2,אוטומטית,1600,בנזין,,,פרדס,פרדס,80500.0,,01/09/2022,01/09/2022,"['ויטארה 4×4 הדגם המפואר עם כל התוספות.\r מצב מעולה, עבר טיפול גדול לפני חודש וגם טסט לפני חודש. לעוד תמונות בוואטסאפ']",None,,,
פולקסווגן,2012,ג`טה,2,אוטומטית,1400,בנזין,,,בית שמש והסביבה,בית שמש,28000.0,1.0,01/11/2022,01/11/2022,"['מנוע מייבוא &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת מולטימדיה שליטה מההגה, וו גרירה']",,,,
אאודי,2009, A4,3,אוטומטית,2000,בנזין,,,עמק יזרעאל,עפולה,40000.0,1.0,29/04/2022,29/04/2022,"['211כ""ס &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גנטים צמגים חדשים']",,244,,
מאזדה,2013,מאזדה 3,3,אוטומטית,1500,בנזין,פרטית,פרטית,פתח תקוה והסביבה,פתח תקווה,40000.0,4.0,14/01/2024,14/01/2024,"['מאזדה 3 שנת 2013 כ-144,000 קמ, רכב שמור,נוח ומפנק, טסט לשנה, צמיגים חדשים, הנעה בכפתור, חיישנים קדמיים ואחוריים, מצלמת רוורס, מסך מקורי מהחברה, גאנטים מקוריים מהחברה.\nמחיר 40,000 שח.']",לבן,144000,176,736.0
טויוטה,2018,קורולה,1,אוטומטית,1600,בנזין,השכרה,פרטית,חדרה וישובי עמק חפר,חדרה,74999.0,7.0,02/06/2023,02/06/2023,['מצב טוב מאוד התחיבות בבדיקה'],לבן,128000,,
פורד,2013,אס-מקס,2,אוטומטית,2200,בנזין,פרטית,פרטית,פתח תקוה והסביבה,פתח תקווה,29000.0,2.0,15/05/2023,21/05/2023,"['רכב 7 מקומות מטופל היטב מערכת מטלומדיה חדשה רכב שמור מאוד מבפנים ומבחוץ נוח ומפנק, גמיש במחיר לרציניים.']",אפור מטאלי,133000,,
קיה,2018,נירו,1,אוטומטית,1600,היבריד,פרטית,פרטית,רמת גן - גבעתיים,גבעתיים,92000.0,0.0,04/03/2024,04/03/2024,['קיה נירו היברידי.\nשנת ייצור 2018 יד ראשונה. \nטסט עד ינואר 2025.\nרכב לאחר טיפול שנתי.\nארבעה צמיגים חדשים.\nאחריות לסוללה עד ינואר 2025.\nרכב במצב טוב מאוד.'],לבן פנינה,88100,204,
הונדה,2011,אינסייט,3,אוטומטית,1200,בנזין,ליסינג,פרטית,אשדוד - אשקלון,אשקלון,22000.0,4.0,16/06/2023,16/06/2023,['\nתוספות\r\n\t\t\t\tאוטו שומר מצב טוב מטופל בזמן\r\n\t\t\t'],אפור,270,,
שברולט,2016,ספארק,2,אוטומטית,"1,399",בנזין,,,"ראשל""צ והסביבה",ראשון לציון,40000.0,1.0,19/04/2022,19/04/2022,['רכב במצב מצוייןמובילאייטסט עד אפריל 2023 ltbrgtltbrgtפירוטltbrgt מובילאיי'],,108000,,
יונדאי,2012,i10,3,אוטומטית,"1,200",בנזין,פרטית,פרטית,נתניה והסביבה,נתניה,24000.0,3.0,27/08/2023,27/08/2023,['רכב מעולה וחסכוני עם מערכת מולטימדיה וחיישני רוורס חדשים.'],אפור,"146,000",,
רנו,2013,רנו קליאו,2,אוטומטית,1200,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,37000.0,2.0,01/11/2022,01/11/2022,[' למכירה רנו קליאו האצ׳בק שנת 2013: *מערכת eco+בקרת שיוט *ללא תאונות *טיפולים בזמן *טסט עד לחודש ספטמבר *1200 טורבו *מסך מולטימדיה 10 אינצ׳ *4גלגלים חדשים +גאנטי...'],לבן,78000,-619,
סיטרואן,2016,C4,3,אוטומטית,1600,דיזל,,,אשדוד - אשקלון,קרית מלאכי,28000.0,0.0,14/10/2022,14/10/2022,['רכב שמור מצבר צמיגים ומזגן חדש'],,260009,,1980.0
מאזדה,2009,3,3,אוטומטית,1600,בנזין,פרטית,פרטית,רעננה - כפר סבא,כפר סבא,19500.0,0.0,29/09/2021,29/09/2021,[nan],כסוף,130000,,
אאודי,2019,אאודי All Road,2,טיפטרוניק,1600,היברידי,,,חיפה וחוף הכרמל,חיפה,95000.0,1.0,17/09/2022,17/09/2022,['רכב שמור ומטופל בחברה עם ספר רכב .לרצינים בלבד ולמהירי החלטה ומתחייב בבדיקה'],,140000,,
יונדאי,2011,i10,2,אוטומטית,"1,100",בנזין,פרטית,פרטית,מושבים בשרון,תל מונד,19850.0,2.0,04/06/2024,04/06/2024,"['עקב קבלת רכב מהעבודה מוכרים בהזדמנות:\nרכב אמין, חסכוני בדלק וקומפקטי\nללא תאונות - מטופל בזמן במוסך מורשה\nהיסטוריית טיפולים מתועדת\nנהגת יחידה (למעט הסעה לטסט או לטיפול)\n\nמי שקונה את הרכב מקבל/ת חבילת הטבות:\nמובילאיי בשווי 2,000 ש״ח\nבוסטר הנעה לרכב כולל מטען לטלפון בשווי 150 ש״ח\nמצלמת דרך FullHD WIFI בשווי 200 ש״ח']",כחול,"121,200",,
פולקסווגן,2013,פאסאט CC,3,אוטומטית,1800,בנזין,,,גליל ועמקים,ראש פינה,52000.0,1.0,04/08/2022,04/08/2022,['פאסט cc חדש חדש כולל מערכת מולטימדיה טיפול טסט 11/22'],,133000,,
פולקסווגן,2012,גולף,1,אוטומטית,1400,בנזין,,,,באקה אל-גרביה,30000.0,0.0,25/06/2022,25/06/2022,"['רכב שעבר כל הטיפולים במוסך מורשה, עם מערכת מדייה וגם בנוסף חיישני רוורס ומצלמה']",,250000,,
קיה,2014,פיקנטו,3,אוטומטית,1250,בנזין,,,נס ציונה - רחובות,רחובות,40000.0,1.0,30/06/2022,30/06/2022,['רכב מעולה אמין נוסע טוב וחלק. שמו מאוד מאוד. מטופל כמו שצריך שמנין פילטרים וברקסים חדשים יחסית. הכל באמת ממד שמור וטוב לרציניים גמיש קצת במחיר &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת מולטימדיה ריפודים יפים ונוחים ממש אנטנת כריש'],,100000,,14.0
מרצדס,2009, S-Class,4,אוטומטית,1400,בנזין,פרטית,פרטית,רמת גן - גבעתיים,רמת גן,79000.0,5.0,22/05/2022,23/05/2022,['רכב שמור במצב מצויין טיפולים בזמן גג נפתח טסט עד 11/22 גמיש למיהרי החלטה'],כסוף,290000,,
פורד,2012,פוקוס,4,רובוטית,1600,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,18400.0,0.0,02/02/2023,02/02/2023,['הרכב במצב מאוד טוב מנוע ו גיר במצב מאוד טוביש לה טסט עד 01-02-24עשיתי טיפול בתאריך 31- 01 -23הכול המערכות עובדים מה שצריך בקיצור הרכב נוסע מצוין'],אפור,195978,,
קיה,2015,פורטה,1,אוטומטית,1600,בנזין,,,מושבים בשרון,תנובות,73000.0,0.0,07/07/2022,07/07/2022,"['קיה ספורטאג שמורה במצב מעולה, של פנסיונרית, שנוסעת מעט, אחרי כל הטיפולים, שווה מאוד, לא בשבת &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; החלפתי מרדיו דיסק , למערכת ויודי גודל 9 גדולה, יש מערכת רברס, יש כספת שנקנתה שהותקנה']",,60000,,6.0
מאזדה,2015,מאזדה 3,3,אוטומטית,1500,בנזין,ליסינג,פרטית,ירושלים והסביבה,ירושלים,36999.0,7.0,30/01/2024,15/02/2024,"['רכב שמור מאוד \nטיפול במועד וחדש של צימיגים , בלמים , דיסקים, שמן הכל \nמתחייב בדיקה \nמישהו קונה לא צריך לעשות כלום']",כסוף,200000,238,6832.0
אופל,2016,מוקה,2,אוטומטית,1400,בנזין,,,פתח תקוה והסביבה,פתח תקווה,67000.0,1.0,31/07/2022,31/07/2022,"['שמורה ומטופלת בקפידה, 76,000 קמ, חסכונית, מצלמה, חיישני רוורס וסטייה מנתיב, צמיגים חדשים, ישיבה גבוהה ונוחה, טסט עד אפריל 2023. גמישות קלה במחיר לרציניים בלבד.']",,76000,,
פולקסווגן,2014,CADDY COMBI,1,אוטומטית,1568,טורבו דיזל,,,באר שבע והסביבה,באר שבע,58527.0,1.0,01/08/2022,01/08/2022,['רכב שמור של נכה\r\nמטופל רק במוסך מורשה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; 5 דלתות\r\nגלגלי מגנזיום\r\nמצלמת רוורס'],,194000,,
קיה,2013,ריו,2,אוטומטית,1400,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,26900.0,1.0,08/07/2022,08/07/2022,"['לבוא לקחת. התחייבות לקנייה חוזרת עד 5 שנים. שקיפות מלאה!!! מגוון אפשרויות מימון עד 100% כולל תשלום בצקים. נמצא בסוכנות ""גרינקאר"" בראשל""צ, רח\' הרצל 28. הנחות ומחירים מיוחדים יינתנו בסניף, יחס אישי לכל לקוח שקיפות מלאה!!! מבחר ענק של רכבים נוספים ניתן לראות באתר של גרינקאר. לצאת עם רכב חדש באותו היום.']",,,,10.0
מיצובישי,2020,לנסר ספורטבק,2,אוטומטית,4200,גז,פרטית,פרטית,נתניה והסביבה,נתניה,35000.0,4.0,05/01/2024,05/01/2024,"['2020 מיצובישי אאוטלנדר ספורט ES 4x4 1-בעלים מנוע 4 צילינדרים חזק בנפח 2.0 ליטר עם תיבת הילוכים אוטומטית, הנעה לכל הגלגלים לְנַקוֹת, ללא תאונות 90,000 מיילים מה...']",לבן,90000,,
אופל,2015,אסטרה,3,אוטומטית,1400,בנזין,פרטית,פרטית,גליל ועמקים,צפת,20000.0,4.0,10/06/2023,10/06/2023,"['רכב במצב מכאני מצוין, נוח מאוד, שמור ומטופל בזמן! מערכת מולטימדיה, מצלמת רוורס וחיישני רוורס.']",שחור,169000,,
סובארו,2016,XV,3,אוטומטית,1600,בנזין,,,חדרה וישובי עמק חפר,אליכין,68000.0,11.0,27/06/2022,27/06/2022,['הרכב שמור כחדש \r\n\r\n &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מובילאיי'],,107000,,767.0
הונדה,2007,סיוויק סדאן החדשה,3,אוטומטית,1800,בנזין,לא מוגדר,לא מוגדר,הוד השרון והסביבה,הוד השרון,21000.0,0.0,23/09/2022,23/09/2022,['לא נמצא תיאור'],,327000,,
אאודי,2013,אאודי A5,3,אוטומטית,1800,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,68000.0,5.0,17/03/2024,31/03/2024,['\u200e!!קילומטר נמוך !! רכב במצב תצוגה טיפול גדול חדש מנוע המוצלח עם 170 כח סוס רכב חזק גג נפתח גנט מקורי 18 מתחייב בבדיקה גיר מנוע ושילדה \n\u200e( גמיש במחיר לרציניים) אפשרות החלפה על גיפון'],שחור,119000,,30.0
טויוטה,2014,קורולה,2,אוטומטית,1600,בנזין,,,,טירת הכרמל,60000.0,2.0,11/09/2022,11/09/2022,"['רכב מטופל בזמן, נהגת יחידה בבעלות 5 שנים, צמיגים הוחלפו לא מזמן, מצב טיפול 15000, למכירה עקב חדוש במודל חדש יותר, רכב אמין וחיסכוני . מומלץ בחום . איש הקשר חן . נייד 0505522331 טסט ארוך . מצב הרכב- שים מפתח וסע.']",,,,
ב.מ.וו,2015,316,3,אוטומטית,1600,בנזין,,,,באקה אל-גרביה,80000.0,1.0,30/07/2022,30/07/2022,['רכב שמור לאחר טיפול ומצבר חדש &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מגבר וסאבב'],,180000,,504.0
פולקסווגן,2012,גולף,6,אוטומטית,1200,בנזין,,,עכו - נהריה,עכו,29000.0,0.0,05/09/2022,05/09/2022,['גולף 2012\r\nשמורה ומטופלת אצלי כבר שנתיים + רק לשים דלק ולנסוע \r\nיד 06(אין מה לעשות רכב של צעירים)\r\nקילומטר 208\r\nכל התוספות הקוסמטיות האפשריות ל-R כולל חצאיות קדימה אחורה ובצדדים +סאן רוף\r\nמערכת מולטימדיה 6 רמקולים וסאב\r\nהאוטו באמת מושקע! לרציניים בלבד נמכר עקב הזמנת רכב חדש &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; הכל רשום לרציניים בלבד גמיש ליד הרכב'],,208000,,
